Timestamp,P99_Latency,Queue_Size,Replica_Count
2026-06-22T14:52:43,nan,0.0,2
2026-06-22T14:52:59,0.24798136373602278,3.0,2
2026-06-22T14:53:14,0.2899999999999987,0.0,2
2026-06-22T14:53:30,0.24798517070366116,8.0,2
2026-06-22T14:53:46,0.2476923076923077,2.0,2
2026-06-22T14:54:01,0.2479779319041614,1.0,2
2026-06-22T14:54:17,0.2479781921618205,5.0,2
2026-06-22T14:54:32,0.2479729645093946,3.0,2
2026-06-22T14:54:48,0.24797140692818478,2.0,2
2026-06-22T14:55:04,0.24796894303706324,0.0,2
2026-06-22T14:55:19,0.24818055555555557,7.0,2
2026-06-22T14:55:35,0.24836486486486484,5.0,2
2026-06-22T14:55:50,0.24798046022614564,0.0,2
2026-06-22T14:56:06,0.24798487229862476,8.0,2
2026-06-22T14:56:21,0.24836725663716813,6.0,2
2026-06-22T14:56:37,0.2479904844290657,4.0,2
2026-06-22T14:56:53,0.24799115519726656,3.0,2
2026-06-22T14:57:08,0.24798687463176863,0.0,2
2026-06-22T14:57:24,0.24806752550501524,92.0,2
2026-06-22T14:57:40,0.45428571428571424,263.0,2
2026-06-22T14:57:55,0.24969021739130437,321.0,4
2026-06-22T14:58:11,0.24953225806451615,280.0,6
2026-06-22T14:58:27,0.24829981376845378,331.0,6
2026-06-22T14:58:43,0.24827274995490264,303.0,6
2026-06-22T14:58:59,0.2482865977044024,319.0,6
2026-06-22T14:59:14,0.24828340336975668,290.0,6
2026-06-22T14:59:30,0.24826792352628782,257.0,6
2026-06-22T14:59:46,0.24826403436724206,264.0,6
2026-06-22T15:00:01,0.2486132075471698,297.0,6
2026-06-22T15:00:17,0.2482640891218873,291.0,6
2026-06-22T15:00:33,0.2482308514786074,273.0,6
2026-06-22T15:00:49,0.24838714846698617,250.0,6
2026-06-22T15:01:04,0.2484192146515598,166.0,6
2026-06-22T15:01:20,0.2483105484215161,152.0,6
2026-06-22T15:01:36,0.2483095930232558,159.0,6
2026-06-22T15:01:51,0.24841362599771946,100.0,6
2026-06-22T15:02:07,0.24850773091007725,50.0,6
2026-06-22T15:02:23,0.24824125987320983,23.0,6
2026-06-22T15:02:38,0.24844144144144148,1.0,6
2026-06-22T15:02:54,0.24929107505070994,0.0,6
2026-06-22T15:03:10,0.2482884103757385,8.0,2
2026-06-22T15:03:25,0.24823718398272307,5.0,2
2026-06-22T15:03:41,0.24822062780269058,0.0,2
2026-06-22T15:03:56,0.2482467210686488,0.0,2
2026-06-22T15:04:12,0.2484723926380368,6.0,2
2026-06-22T15:04:27,0.24845794392523365,0.0,2
